"date","NJ__all"
"1906-03-12",100000
"1906-03-19",100000
"1906-03-26",100000
"1906-04-02",100000
"1906-04-09",100000
"1906-04-16",100000
"1906-04-23",100000
"1906-04-30",100000
"1906-05-07",100000
"1906-05-14",100000
"1906-05-21",100000
"1906-05-28",100000
"1906-06-04",100000
"1906-06-11",100000
"1906-06-18",100000
"1906-06-25",100000
"1906-07-02",100000
"1906-07-09",100000
"1906-07-16",100000
"1906-07-23",100000
"1906-07-30",100000
"1906-08-06",100000
"1906-08-13",100000
"1906-08-20",100000
"1906-08-27",100000
"1906-09-03",100000
"1906-09-10",100000
"1906-09-17",100000
"1906-09-24",100000
"1906-10-01",100000
"1906-10-08",100000
"1906-10-15",100000
"1906-10-22",100000
"1906-10-29",100000
"1906-11-05",100000
"1906-11-12",100000
"1906-11-19",100000
"1906-11-26",100000
"1906-12-03",100000
"1906-12-10",100000
"1906-12-17",100000
"1906-12-24",100000
"1906-12-31",100000
"1907-01-07",100000
"1907-01-14",100000
"1907-01-21",100000
"1907-01-28",100000
"1907-02-04",100000
"1907-02-11",100000
"1907-02-18",100000
"1907-02-25",100000
"1907-03-04",100000
"1907-03-11",100000
"1907-03-18",100000
"1907-03-25",100000
"1907-04-01",100000
"1907-04-08",100000
"1907-04-15",100000
"1907-04-22",100000
"1907-04-29",100000
"1907-05-06",100000
"1907-05-13",100000
"1907-05-20",100000
"1907-05-27",100000
"1907-06-03",100000
"1907-06-10",100000
"1907-06-17",100000
"1907-06-24",100000
"1907-07-01",100000
"1907-07-08",100000
"1907-07-15",100000
"1907-07-22",100000
"1907-07-29",100000
"1907-08-05",100000
"1907-08-12",100000
"1907-08-19",100000
"1907-08-26",100000
"1907-09-02",100000
"1907-09-09",100000
"1907-09-16",100000
"1907-09-23",100000
"1907-09-30",100000
"1907-10-07",100000
"1907-10-14",100000
"1907-10-21",100000
"1907-10-28",100000
"1907-11-04",100000
"1907-11-11",100000
"1907-11-18",100000
"1907-11-25",100000
"1907-12-02",100000
"1907-12-09",100000
"1907-12-16",100000
"1907-12-23",100000
"1907-12-30",100000
"1908-01-06",100000
"1908-01-13",100000
"1908-01-20",100000
"1908-01-27",100000
"1908-02-03",100000
"1908-02-10",100000
"1908-02-17",100000
"1908-02-24",100000
"1908-03-02",100000
"1908-03-09",100000
"1908-03-16",100000
"1908-03-23",100000
"1908-03-30",100000
"1908-04-06",100000
"1908-04-13",100000
"1908-04-20",100000
"1908-04-27",100000
"1908-05-04",100000
"1908-05-11",100000
"1908-05-18",100000
"1908-05-25",100000
"1908-06-01",100000
"1908-06-08",100000
"1908-06-15",100000
"1908-06-22",100000
"1908-06-29",100000
"1908-07-06",100000
"1908-07-13",100000
"1908-07-20",100000
"1908-07-27",100000
"1908-08-03",100000
"1908-08-10",100000
"1908-08-17",100000
"1908-08-24",100000
"1908-08-31",100000
"1908-09-07",100000
"1908-09-14",100000
"1908-09-21",100000
"1908-09-28",100000
"1908-10-05",100000
"1908-10-12",100000
"1908-10-19",100000
"1908-10-26",100000
"1908-11-02",100000
"1908-11-09",100000
"1908-11-16",100000
"1908-11-23",100000
"1908-11-30",100000
"1908-12-07",100000
"1908-12-14",100000
"1908-12-21",100000
"1908-12-28",100000
"1909-01-04",100000
"1909-01-11",100000
"1909-01-18",100000
"1909-01-25",100000
"1909-02-01",100000
"1909-02-08",100000
"1909-02-15",100000
"1909-02-22",100000
"1909-03-01",100000
"1909-03-08",100000
"1909-03-15",100000
"1909-03-22",100000
"1909-03-29",100000
"1909-04-05",100000
"1909-04-12",100000
"1909-04-19",100000
"1909-04-26",100000
"1909-05-03",100000
"1909-05-10",100000
"1909-05-17",100000
"1909-05-24",100000
"1909-05-31",100000
"1909-06-07",100000
"1909-06-14",100000
"1909-06-21",100000
"1909-06-28",100000
"1909-07-05",100000
"1909-07-12",100000
"1909-07-19",100000
"1909-07-26",100000
"1909-08-02",100000
"1909-08-09",100000
"1909-08-16",100000
"1909-08-23",100000
"1909-08-30",100000
"1909-09-06",100000
"1909-09-13",100000
"1909-09-20",100000
"1909-09-27",100000
"1909-10-04",100000
"1909-10-11",100000
"1909-10-18",100000
"1909-10-25",100000
"1909-11-01",100000
"1909-11-08",100000
"1909-11-15",100000
"1909-11-22",100000
"1909-11-29",100000
"1909-12-06",100000
"1909-12-13",100000
"1909-12-20",100000
"1909-12-27",100000
"1910-01-03",100000
"1910-01-10",100000
"1910-01-17",100000
"1910-01-24",100000
"1910-01-31",100000
"1910-02-07",100000
"1910-02-14",100000
"1910-02-21",100000
"1910-02-28",100000
"1910-03-07",100000
"1910-03-14",100000
"1910-03-21",100000
"1910-03-28",100000
"1910-04-04",100000
"1910-04-11",100000
"1910-04-18",100000
"1910-04-25",100000
"1910-05-02",100000
"1910-05-09",100000
"1910-05-16",100000
"1910-05-23",100000
"1910-05-30",100000
"1910-06-06",100000
"1910-06-13",100000
"1910-06-20",100000
"1910-06-27",100000
"1910-07-04",100000
"1910-07-11",100000
"1910-07-18",100000
"1910-07-25",100000
"1910-08-01",100000
"1910-08-08",100000
"1910-08-15",100000
"1910-08-22",100000
"1910-08-29",100000
"1910-09-05",100000
"1910-09-12",100000
"1910-09-19",100000
"1910-09-26",100000
"1910-10-03",100000
"1910-10-10",100000
"1910-10-17",100000
"1910-10-24",100000
"1910-10-31",100000
"1910-11-07",100000
"1910-11-14",100000
"1910-11-21",100000
"1910-11-28",100000
"1910-12-05",100000
"1910-12-12",100000
"1910-12-19",100000
"1910-12-26",100000
"1911-01-02",100000
"1911-01-09",100000
"1911-01-16",100000
"1911-01-23",100000
"1911-01-30",100000
"1911-02-06",100000
"1911-02-13",100000
"1911-02-20",100000
"1911-02-27",100000
"1911-03-06",100000
"1911-03-13",100000
"1911-03-20",100000
"1911-03-27",100000
"1911-04-03",100000
"1911-04-10",100000
"1911-04-17",100000
"1911-04-24",100000
"1911-05-01",100000
"1911-05-08",100000
"1911-05-15",100000
"1911-05-22",100000
"1911-05-29",100000
"1911-06-05",100000
"1911-06-12",100000
"1911-06-19",100000
"1911-06-26",100000
"1911-07-03",100000
"1911-07-10",100000
"1911-07-17",100000
"1911-07-24",100000
"1911-07-31",100000
"1911-08-07",100000
"1911-08-14",100000
"1911-08-21",100000
"1911-08-28",100000
"1911-09-04",100000
"1911-09-11",100000
"1911-09-18",100000
"1911-09-25",100000
"1911-10-02",100000
"1911-10-09",100000
"1911-10-16",100000
"1911-10-23",100000
"1911-10-30",100000
"1911-11-06",100000
"1911-11-13",100000
"1911-11-20",100000
"1911-11-27",100000
"1911-12-04",100000
"1911-12-11",100000
"1911-12-18",100000
"1911-12-25",100000
"1912-01-01",100000
"1912-01-08",100000
"1912-01-15",100000
"1912-01-22",100000
"1912-01-29",100000
"1912-02-05",100000
"1912-02-12",100000
"1912-02-19",100000
"1912-02-26",100000
"1912-03-04",100000
"1912-03-11",100000
"1912-03-18",100000
"1912-03-25",100000
"1912-04-01",100000
"1912-04-08",100000
"1912-04-15",100000
"1912-04-22",100000
"1912-04-29",100000
"1912-05-06",100000
"1912-05-13",100000
"1912-05-20",100000
"1912-05-27",100000
"1912-06-03",100000
"1912-06-10",100000
"1912-06-17",100000
"1912-06-24",100000
"1912-07-01",100000
"1912-07-08",100000
"1912-07-15",100000
"1912-07-22",100000
"1912-07-29",100000
"1912-08-05",100000
"1912-08-12",100000
"1912-08-19",100000
"1912-08-26",100000
"1912-09-02",100000
"1912-09-09",100000
"1912-09-16",100000
"1912-09-23",100000
"1912-09-30",100000
"1912-10-07",100000
"1912-10-14",100000
"1912-10-21",100000
"1912-10-28",100000
"1912-11-04",100000
"1912-11-11",100000
"1912-11-18",100000
"1912-11-25",100000
"1912-12-02",100000
"1912-12-09",100000
"1912-12-16",100000
"1912-12-23",100000
"1912-12-30",100000
"1913-01-06",100000
"1913-01-13",100000
"1913-01-20",100000
"1913-01-27",100000
"1913-02-03",100000
"1913-02-10",100000
"1913-02-17",100000
"1913-02-24",100000
"1913-03-03",100000
"1913-03-10",100000
"1913-03-17",100000
"1913-03-24",100000
"1913-03-31",100000
"1913-04-07",100000
"1913-04-14",100000
"1913-04-21",100000
"1913-04-28",100000
"1913-05-05",100000
"1913-05-12",100000
